,gold_labels,bert_labels,logr_labels,cnn_w2v,ct_bert_outputs,ct_bert_labels,bert_outputs,cnn_glove_outputs,cnn_glove_labels,cnn_w2v_outputs,cnn_w2v_labels,ct_bert_probs,bert_probs,ensemble_prob,ensemble_labels,ensemble_avg_prob,ensemble_avg_labels,ensemble_best1_prob,ensemble_best1_labels,Text,albert_outputs,albert_labels,albert_probs,cnn_w2v_probs,cnn_glove_probs,voted_bert_labels
751,0,0,0,0,"(5.1869535, -5.7902074)",0,"(2.402933, -2.9448962)",0.0030507687,0,0.0005866768,0,"(0.999982912750014, 1.70872499863843e-05)","(0.9952640663146777, 0.004735933685322388)",0.0066076737440269465,0,"(3.9962825430245696, 0.0037174569754308173)",0,"(0.999982912750014, 1.70872499863843e-05)",0,"Although #coronavirus has already had a big financial impact on #pension schemes and #insurance companies, the impact on #longevity could be modest if isolation measures can contain the number of deaths to 20,000 or so. Read our blog. HTTPURL #pensions HTTPURL","(4.841313, -4.8322034)",0,"(0.9999370757745558, 6.292422544443297e-05)","(0.9994133232, 0.0005866768)","(0.9969492313, 0.0030507687)",0
752,1,1,0,0,"(-5.2830315, 5.1183066)",1,"(-1.7569593, 2.0969949)",0.72730035,1,0.8533684000000001,1,"(3.0390864902859587e-05, 0.9999696091350969)","(0.02075582284403071, 0.9792441771559692)",0.8332252756259815,1,"(1.4192187931117255, 2.5807812068882745)",1,"(3.0390864902859587e-05, 0.9999696091350969)",1,because of ada 2 practical student suspect covid so semua practical student direhatkan till 31st march so ya,"(4.595514, -4.2580743)",0,"(0.999857152246823, 0.00014284775317724657)","(0.14663159999999986, 0.8533684000000001)","(0.27269964999999996, 0.72730035)",1
753,1,1,1,1,"(-5.4123716, 5.816395)",1,"(-2.9600968, 3.3140125)",0.99999857,1,0.9999999,1,"(1.3286263362612713e-05, 0.9999867137366372)","(0.0018809242597571793, 0.9981190757402427)",0.9993876901236252,1,"(8.863301099069265e-05, 3.999911366989009)",1,"(1.3286263362612713e-05, 0.9999867137366372)",1,"@USER @USER @USER We lost precious weeks while the virus spread. Both So. Korea &amp; US diagnosed their first Covid19 on Jan 20. They tested while we twiddled our thumbs. As of April 3, SK has 174 deaths, we have 7,403.","(-4.5258474, 4.9880037)",1,"(7.381674762816361e-05, 0.9999261832523717)","(9.999999994736442e-08, 0.9999999)","(1.429999999968956e-06, 0.99999857)",1
754,0,0,0,0,"(5.346444, -5.6681786)",0,"(2.4042315, -2.9492083)",0.03145861,0,0.0003860717,0,"(0.9999835410154911, 1.6458984508506542e-05)","(0.9952904385532111, 0.004709561446788972)",0.015537759839809932,0,"(3.9679414659641803, 0.03205853403581913)",0,"(0.9999835410154911, 1.6458984508506542e-05)",0,"@USER @USER Trump says most of them are Americans. Vessel at US Port, like it or not, US 'count level' is with the infected on board. What he missed was blaming Obama for the Coronavirus infection on that ship. It's definitely @USER 's fault.","(4.4333797, -4.096735)",0,"(0.9998026066486894, 0.00019739335131062572)","(0.9996139283, 0.0003860717)","(0.96854139, 0.03145861)",0
755,0,0,0,0,"(5.091144, -5.583261)",0,"(2.398932, -2.9547486)",0.005920435,0,0.0003657835,0,"(0.9999768711113105, 2.312888868952094e-05)","(0.9952915671400635, 0.004708432859936547)",0.01689137354180359,0,"(3.9935724574750378, 0.006427542524962472)",0,"(0.9999768711113105, 2.312888868952094e-05)",0,"Imagine being Jemele Hill, of Detroit (COVID is killing Detroit btw), and bitching about Robert Kraft because of who he voted for, when he’s done so much more for COVID Relief than her one vote for Hilary Clinton did. Man, some mind numbing levels of stupidity.","(4.518102, -4.5249534)",0,"(0.9998818048637274, 0.00011819513627295198)","(0.9996342165, 0.0003657835)","(0.994079565, 0.005920435)",0
756,1,1,1,1,"(-5.495147, 5.8262563)",1,"(-2.9597242, 3.3142502)",0.9998903,1,0.9999198,1,"(1.2110770094005965e-05, 0.9999878892299057)","(0.0018811775361991852, 0.9981188224638009)",0.9992633387689588,1,"(0.0002521474623311534, 3.9997478525376686)",1,"(1.2110770094005965e-05, 0.9999878892299057)",1,"4/So, yes, I do believe there are cases at $TSLA GigaFactory Coronavirus updates: 4 new cases reported in Washoe, statewide total is now 96 HTTPURL via @USER","(-4.6294637, 5.2712436)",1,"(5.0136692237182346e-05, 0.9999498633077628)","(8.019999999997474e-05, 0.9999198)","(0.00010969999999999036, 0.9998903)",1
757,1,1,1,1,"(-3.8506033, 3.69118)",1,"(-2.961132, 3.312146)",0.99126476,1,0.99958056,1,"(0.0005301695959821684, 0.9994698304040175)","(0.0018824855774884424, 0.9981175144225117)",0.994810158142168,1,"(0.00995479020843096, 3.990045209791569)",1,"(0.0005301695959821684, 0.9994698304040175)",1,the coronavirus ruins everything. i had a week long clinical at a hospital in my town and there’s officially a case of the coronavirus in indianapolis so now i can’t go.,"(-3.994018, 4.2230206)",1,"(0.00026994061244870946, 0.9997300593875512)","(0.00041944000000004866, 0.99958056)","(0.008735240000000033, 0.99126476)",1
758,0,0,0,1,"(4.88982, -5.4247556)",0,"(2.4022171, -2.9494379)",0.8356598,1,0.7233936,1,"(0.9999668546706564, 3.3145329343357614e-05)","(0.9952820651149, 0.0047179348851000445)",0.4034836070903487,0,"(2.4408442075262347, 1.5591557924737645)",0,"(0.9999668546706564, 3.3145329343357614e-05)",0,We've extended the Lautoka lockdown to at least until 5 am of April 7 2020. We're taking this step to make sure that there are no #COVID19 cases left undetected before we allow any movements in or out of the city. #TeamFiji #Fiji #FijianGovernment #COVID19 HTTPURL,"(4.8217874, -4.755972)",0,"(0.9999307528555784, 6.924714442119131e-05)","(0.27660640000000003, 0.7233936)","(0.16434020000000005, 0.8356598)",0
759,0,0,0,0,"(4.93367, -5.590756)",0,"(2.405467, -2.9458222)",0.0003260125,0,1.1585689e-05,0,"(0.9999731287299943, 2.687127000578799e-05)","(0.995280347125392, 0.004719652874608079)",0.006518097308696237,0,"(3.9995395262537685, 0.00046047374623116435)",0,"(0.9999731287299943, 2.687127000578799e-05)",0,.@USER #askrishi a huge number of #keyworkers only get #statutory #sickpay - no-one can live on £94.25/wk can you confirm that ALL Key Workers will be given #fullpay not #SSP in recognition of their service and increased risk of #Covid19,"(4.635341, -4.6156807)",0,"(0.9999039957127744, 9.600428722537636e-05)","(0.999988414311, 1.1585689e-05)","(0.9996739875, 0.0003260125)",0
760,1,1,0,1,"(-5.441692, 5.780666)",1,"(-2.9593887, 3.3138835)",0.97966045,1,0.999974,1,"(1.3371681985997255e-05, 0.9999866283180138)","(0.0018824964753825152, 0.9981175035246177)",0.9942770386522256,1,"(0.02042669909894992, 3.97957330090105)",1,"(1.3371681985997255e-05, 0.9999866283180138)",1,"#HealthFitnessMontgomeryCountypennsylvaniaCoronavirus Gov. Wolf extends stay at home order to all of Pennsylvania; COVID-19 cases top 5,800 HTTPURL HTTPURL","(-4.6411743, 5.3077354)",1,"(4.777741696396841e-05, 0.9999522225830363)","(2.599999999997049e-05, 0.999974)","(0.020339549999999984, 0.97966045)",1
761,0,0,0,0,"(5.3977203, -5.5459485)",0,"(2.4014726, -2.9470673)",4.383638e-05,0,1.1717618e-07,0,"(0.9999823307809572, 1.766921904314885e-05)","(0.9952674150235759, 0.004732584976424243)",0.004929486477885921,0,"(3.999857574729095, 0.00014242527090517926)",0,"(0.9999823307809572, 1.766921904314885e-05)",0,While #Belarus leadership refuses to see any viruses HTTPURL the #USA granted #Belarus $1.3 mil. HTTPURL &amp; the #EU allocates €140 mil. for the #EaP countries incl. Belarus for combating #coronavirus HTTPURL,"(4.6937585, -4.7296634)",0,"(0.9999191975043177, 8.080249568203042e-05)","(0.99999988282382, 1.1717618e-07)","(0.99995616362, 4.383638e-05)",0
762,0,0,0,0,"(5.385048, -5.4709406)",0,"(2.3948276, -2.9461656)",0.0034468884,0,0.00017316264999999998,0,"(0.9999807116233302, 1.928837666982393e-05)","(0.9952317354628717, 0.0047682645371284705)",0.01949667101463741,0,"(3.996206346057311, 0.0037936539426886417)",0,"(0.9999807116233302, 1.928837666982393e-05)",0,"Warships returning, soldiers wait for call: Gen. Vance on COVID-19 preparations #canada #canada #canadacoronavirus #canadians #coronavirusout... HTTPURL","(4.3020487, -4.4743147)",0,"(0.9998456854839808, 0.00015431451601881745)","(0.99982683735, 0.00017316264999999998)","(0.9965531116, 0.0034468884)",0
763,0,0,0,0,"(5.2049413, -5.626685)",0,"(2.4042048, -2.9465504)",0.00031247368,0,3.5802938e-07,0,"(0.9999802359527097, 1.976404729013375e-05)","(0.9952778380621358, 0.004722161937863984)",0.00651580922586925,0,"(3.999577570926262, 0.0004224290737374377)",0,"(0.9999802359527097, 1.976404729013375e-05)",0,@USER @USER @USER @USER @USER #Constitutional lawyers LOL u mean #Corporate whores. Don't forget 2 duck when folks start suing u all 4 spreading #COVID19 killing people. A picture tells a thousand words. Make sure u stop at the @USER with your nazi flags 2 protest your #KingTrump's TOTAL Authority,"(4.6917405, -4.6257243)",0,"(0.9999101666829324, 8.983331706730391e-05)","(0.99999964197062, 3.5802938e-07)","(0.99968752632, 0.00031247368)",0
764,1,1,1,1,"(-5.4248457, 5.543048)",1,"(-2.9612684, 3.312867)",0.9993624,1,0.9997676,1,"(1.724633421263091e-05, 0.9999827536657873)","(0.0018808752606096005, 0.9981191247393904)",0.9990168879611464,1,"(0.000941059870694011, 3.9990589401293057)",1,"(1.724633421263091e-05, 0.9999827536657873)",1,"Thanks to Ethiopia Airlines, they have been delivering Covid-19 cases to Africa. #Ethiopia RT @USER ministryofhealth_uganda trough the minster of health @USER confirms first case of #COVID-19 @ Ministry of Health- Uganda HTTPURL","(-4.569376, 5.2605557)",1,"(5.38135364813427e-05, 0.9999461864635183)","(0.00023240000000002148, 0.9997676)","(0.0006376000000000159, 0.9993624)",1
765,1,1,1,1,"(-5.377614, 5.6652164)",1,"(-2.961477, 3.3104804)",0.9818594,1,0.99593985,1,"(1.6001206995755553e-05, 0.9999839987930046)","(0.0018849685410305501, 0.9981150314589694)",0.98489839259705,1,"(0.023553409417931014, 3.9764465905820696)",1,"(1.6001206995755553e-05, 0.9999839987930046)",1,"#Jaipur | Health Minister Dr. @USER said that the state government is fully alert and prompt as per its slogan and due to this vigilance, no positive case has been reported in #Bhilwara for several days. #Coronavirus #COVID19 #Lockdown #Rajasthan HTTPURL","(-3.2427757, 3.3734694)",1,"(0.001336658210935265, 0.9986633417890646)","(0.00406015000000004, 0.99593985)","(0.01814059999999995, 0.9818594)",1
766,1,1,1,1,"(-5.523442, 5.7905045)",1,"(-2.959997, 3.3137488)",1.0,1,1.0,1,"(1.2201414119735376e-05, 0.9999877985858806)","(0.0018816068132875648, 0.9981183931867126)",0.9997535576314118,1,"(5.3971627496870805e-05, 3.9999460283725035)",1,"(1.2201414119735376e-05, 0.9999877985858806)",1,"#BREAKING: 25 new cases of #COVID19 in BC over the last 24 hours, according to Dr. Bonnie Henry. Provincial total: 1,291. No new cases in Interior Health (IH has 128 cases). Sadly, another four people have died. 138 people are in hospital, with 66 of them in ICU. #Kamloops","(-4.6817546, 5.4015307)",1,"(4.177021337713543e-05, 0.9999582297866227)","(0.0, 1.0)","(0.0, 1.0)",1
767,0,0,0,0,"(5.111858, -5.6113234)",0,"(2.4038117, -2.9498732)",0.006870409,0,2.2099963e-05,0,"(0.9999779721595158, 2.2027840484395705e-05)","(0.9952915872909538, 0.0047084127090463255)",0.00726636412935365,0,"(3.9929883732470106, 0.0070116267529897625)",0,"(0.9999779721595158, 2.2027840484395705e-05)",0,"I'm looking for positive #health #wellbeing stories in RCT / Cynon / Merthyr - groups 'meeting' virtually, support for those self-isolating #SocialDistancing. Please RT! #Journorequest #coronavirus HTTPURL","(4.7336526, -4.506123)",0,"(0.9999029100504948, 9.708994950536654e-05)","(0.999977900037, 2.2099963e-05)","(0.993129591, 0.006870409)",0
768,1,1,1,1,"(-5.508575, 5.7692995)",1,"(-2.9605887, 3.3141422)",0.8724576999999999,1,0.92398304,1,"(1.2649572350429382e-05, 0.9999873504276499)","(0.0018797576376408018, 0.9981202423623592)",0.9488539119544179,1,"(0.2036448605885014, 3.7963551394114985)",1,"(1.2649572350429382e-05, 0.9999873504276499)",1,"The first death from #COVID-19 has been recorded in the UK, while the death toll across the world has exceeded 3300, with China, South Korea, Italy, and Iran having the highest numbers HTTPURL @USER","(-4.5471554, 4.978494)",1,"(7.295101615084513e-05, 0.9999270489838489)","(0.07601696000000002, 0.92398304)","(0.1275423000000001, 0.8724576999999999)",1
769,1,1,0,0,"(-5.23722, 5.6643567)",1,"(-2.9651859, 3.2918146)",0.5958013000000001,1,0.9700496,1,"(1.8428814202160985e-05, 0.9999815711857974)","(0.0019133193760177045, 0.9980866806239822)",0.8888737759539795,1,"(0.4342605058537976, 3.565739494146202)",1,"(1.8428814202160985e-05, 0.9999815711857974)",1,"China sees zero local coronavirus cases for second day, imported infections surge - Reuters HTTPURL","(-4.376469, 4.906596)",1,"(9.297703959550591e-05, 0.9999070229604046)","(0.029950400000000044, 0.9700496)","(0.4041986999999999, 0.5958013000000001)",1
770,0,1,0,1,"(0.46248358, -0.57594746)",0,"(-2.9612277, 3.312272)",0.8856635,1,0.8909333,1,"(0.7385471607658596, 0.2614528392341404)","(0.0018820690620843276, 0.9981179309379153)",0.7871448826968699,1,"(1.961710479026927, 2.0382895209730725)",1,"(1.8473739790269272, 1.1526260209730725)",0,@USER Don’t tease me. Or did you mean that COVID-19 tested positive of Steve and Miller?,"(4.311762, -4.0233626)",0,"(0.9997601182610675, 0.00023988173893211843)","(0.10906669999999996, 0.8909333)","(0.11433649999999995, 0.8856635)",1
771,0,1,0,0,"(0.031668954, -1.022454)",0,"(-1.4273916, 1.962067)",0.04897035,0,0.005451706999999999,0,"(0.7415658332330097, 0.2584341667669903)","(0.03262653867623881, 0.9673734613237611)",0.2447469853754746,0,"(3.6864167654695015, 0.3135832345304989)",0,"(2.7353871154695013, 0.2646128845304989)",0,"@USER People need to understand that there are probably 100,000s of people who had/have coronavirus. The vast majority aren't sick enough to see a dr. and some don't have symptoms. They think the first case in China occurred in mid November--China didn't tell the rest of the ... #1","(3.6199896, -3.6058524)",0,"(0.9992729892364915, 0.0007270107635086168)","(0.994548293, 0.005451706999999999)","(0.95102965, 0.04897035)",0
772,1,1,0,1,"(-5.4148927, 5.81586)",1,"(-2.959821, 3.31247)",0.9043504000000001,1,0.9658601,1,"(1.3259902051613784e-05, 0.9999867400979485)","(0.0018843410051257554, 0.9981156589948742)",0.966050241005006,1,"(0.12991577454985936, 3.870084225450141)",1,"(1.3259902051613784e-05, 0.9999867400979485)",1,US deaths is COVID-19 skyrocketed to 5k in almost a week. Goodness gracious.,"(-4.3801794, 4.7077007)",1,"(0.0001130146478078672, 0.9998869853521923)","(0.0341399, 0.9658601)","(0.09564959999999989, 0.9043504000000001)",1
773,1,0,1,1,"(-4.5568013, 4.6090097)",1,"(1.1448174, -2.1635647)",0.99933076,1,0.99980193,1,"(0.00010454263826497367, 0.9998954573617354)","(0.9647152492916073, 0.03528475070839266)",0.7827593491928727,1,"(0.0010636593260868186, 3.9989363406739136)",1,"(0.00010454263826497367, 0.9998954573617354)",1,"San Marino has so far seen 1 death per 1044 total citizens. Nearly 4 times worse than Spain/Italy. By far, the largest percentage decrease due to coronavirus. Equivalent to about 36,000 deaths in Canada.","(-4.527454, 4.7682796)",1,"(9.18066878217794e-05, 0.9999081933121783)","(0.00019807000000005015, 0.99980193)","(0.0006692400000000154, 0.99933076)",1
774,1,1,1,1,"(-5.5117507, 5.619664)",1,"(-2.9602363, 3.3139002)",0.93419296,1,0.9973226,1,"(1.4644739802217248e-05, 0.9999853552601979)","(0.001880873195539406, 0.9981191268044608)",0.9803393274740848,1,"(0.06853667499952837, 3.9314633250004714)",1,"(1.4644739802217248e-05, 0.9999853552601979)",1,"Former New York Assemblyman Richard Brodsky dies of suspected coronavirus Wednesday. His wife Paige said Tuesday night emergency service paramedics came to their Greenburgh home &amp; checked on him, but he seemed well enough to rest at home. HTTPURL via @USER","(-4.733515, 5.455213)",1,"(3.759025972606763e-05, 0.9999624097402735)","(0.002677400000000052, 0.9973226)","(0.06580704000000004, 0.93419296)",1
775,0,0,0,0,"(5.3208733, -5.7526803)",0,"(2.404417, -2.9499147)",0.000502951,0,4.071857e-05,0,"(0.9999844829186338, 1.551708136610371e-05)","(0.9952946173824782, 0.00470538261752188)",0.005738376507378257,0,"(3.9993582881380623, 0.0006417118619379094)",0,"(0.9999844829186338, 1.551708136610371e-05)",0,Now online: today's @USER Weekly #COVID19 Briefing w/ @USER + @USER - catalyzing investment in communities - mainstreet recovery programs - #PPP improvements - status of #OpportunityZones - lessons from previous downturns HTTPURL,"(4.8343782, -4.567946)",0,"(0.9999174747894283, 8.25252105718057e-05)","(0.99995928143, 4.071857e-05)","(0.999497049, 0.000502951)",0
776,1,1,1,1,"(-5.545765, 5.7454796)",1,"(-2.9604464, 3.313557)",0.99947757,1,0.9999999,1,"(1.2481573994120119e-05, 0.9999875184260056)","(0.0018811230854632426, 0.9981188769145366)",0.9995646414165892,1,"(0.0005779931679038873, 3.9994220068320967)",1,"(1.2481573994120119e-05, 0.9999875184260056)",1,"Just in | 108 doctors, nurses, paramedicos staff at Delhi's Ganga Ram Hospital quarantined after they came in contact with two people who were earlier tested COVID-19 negative but later turned positive.","(-4.8059406, 5.248755)",1,"(4.2981593909857086e-05, 0.9999570184060905)","(9.999999994736442e-08, 0.9999999)","(0.0005224299999999626, 0.99947757)",1
777,1,1,1,1,"(-5.514232, 5.776278)",1,"(-2.9602458, 3.3140812)",0.9984829,1,0.9990854,1,"(1.2490746212392317e-05, 0.999987509253788)","(0.001880515597058661, 0.9981194844029413)",0.9990615703566376,1,"(0.0025478824656451956, 3.9974521175343547)",1,"(1.2490746212392317e-05, 0.999987509253788)",1,"The novel coronavirus had infected 26,997 people in the U.S. and killed 346 others by Sunday, per Johns Hopkins data. Only China, Italy and Spain had more cases.","(-4.499445, 4.6745396)",1,"(0.00010369171943276639, 0.999896308280567)","(0.0009145999999999876, 0.9990854)","(0.001517100000000049, 0.9984829)",1
778,0,0,0,0,"(5.115986, -5.391898)",0,"(2.403583, -2.9457896)",0.08353976,0,0.87424946,1,"(0.9999726805408367, 2.7319459163042878e-05)","(0.9952713355797037, 0.004728664420296379)",0.2510599041193083,0,"(3.041837594535536, 0.9581624054644639)",0,"(0.9999726805408367, 2.7319459163042878e-05)",0,Hey New York and NJ have almost one-half of total listed Coronavirus deaths in the entire Country. Almost 50% belong to NY NJ. Filthy population unwilling to make sacrifices. #coronavirus HTTPURL,"(4.0969872, -3.872126)",0,"(0.9996541339946995, 0.00034586600530085417)","(0.12575053999999997, 0.87424946)","(0.91646024, 0.08353976)",0
